qseqid	sseqid	alntmscore
Q05FW7	Q05FW1	0.8877
Q05FW7	Q05FJ8	0.7763
Q05FW7	Q05FP4	0.7864
Q05FW7	Q05FY8	0.8541
Q05FW7	Q05FI4	0.7725
Q05FW7	Q05FJ3	0.8093
Q05FW7	Q05FW0	0.8217
Q05FW7	Q05FG2	0.8615
Q05FW7	Q05FK2	0.5000
Q05FW7	Q05FQ4	0.8725
Q05FW7	Q05FQ1	0.7331
Q05FW7	Q05FQ3	0.5606
Q05FW7	Q05FM9	0.8686
Q05FW7	Q05FY9	0.8733
Q05FW7	Q05FH5	0.8161
Q05FW7	Q05FR8	0.7233
Q05FW7	Q05FG1	0.7907
Q05FW7	Q05FI0	0.8678
Q05FW7	Q05FL6	0.7407
Q05FW7	Q05FP5	0.6038
Q05FW7	Q05FS7	0.7687
Q05FW7	Q05FN8	0.8824
Q05FW7	Q05FV5	0.8193
Q05FW7	Q05FH6	0.8318
Q05FW7	Q05FW3	0.8255
Q05FW7	Q05FW4	0.4487
Q05FW7	Q05FS5	0.5222
Q05FW7	Q05FQ8	0.8994
Q05FW7	Q05FV3	0.7330
Q05FW7	Q05FT5	0.8989
Q05FW7	Q05FS0	0.8932
Q05FW7	Q05FW9	0.8432
Q05FW7	Q05FR0	0.8553
Q05FW7	Q05FX4	0.3393
Q05FW7	Q05FP8	0.8341
Q05FW7	Q05FS3	0.9050
Q05FW7	Q05FI5	0.9204
Q05FW7	Q05FP2	0.8660
Q05FW7	Q05FX8	0.6107
Q05FW7	Q05FT2	0.8036
Q05FW7	Q05FY0	0.8679
Q05FW7	Q05FY6	0.7168
Q05FW7	Q05FP3	0.8310
Q05FW7	Q05FS1	0.6664
Q05FW7	Q05FV0	0.5350
Q05FW7	Q05FT0	0.8404
Q05FN4	Q05FR3	0.5483
Q05FN4	Q05FK7	0.6474
Q05FN4	Q05FT1	0.7739
Q05FN4	Q05FM4	0.0239
Q05FN4	Q05FX5	0.6124
Q05FN4	Q05FM8	0.5157
Q05FN4	Q05FT3	0.5566
Q05FN4	Q05FT4	0.8276
Q05FN4	Q05FG8	0.6453
Q05FN4	Q05FN1	0.7180
Q05FN4	Q05FS9	0.5591
Q05FN4	Q05FY4	0.2817
Q05FN4	Q05FM0	0.7533
Q05FN4	Q05FI9	0.3240
Q05FN4	Q05FL7	0.8403
Q05FN4	Q05FK6	0.6632
Q05FN4	Q05FX1	0.6964
Q05FN4	Q05FQ6	0.8339
Q05FN4	Q05FU3	0.4945
Q05FN4	Q05FL5	0.6919
Q05FN4	Q05FG7	0.8497
Q05FN4	Q05FK1	0.5270
Q05FN4	Q05FW2	0.5397
Q05FN4	Q05FL1	0.8044
Q05FN4	Q05FW8	0.5612
Q05FN4	Q05FM2	0.7907
Q05FN4	Q05FW6	0.8125
Q05FN4	Q05FQ0	0.5833
Q05FN4	Q05FJ0	0.6349
Q05FN4	Q05FK9	0.7712
Q05FN4	Q05FU5	0.3911
Q05FN4	Q05FU6	0.6245
Q05FN4	Q05FT6	0.4615
Q05FN4	Q05FV8	0.7981
Q05FN4	Q05FY1	0.4649
Q05FN4	Q05FJ7	0.4294
Q05FN4	Q05FV7	0.4294
Q05FN4	Q05FJ2	0.7144
Q05FN4	Q05FH1	0.5031
Q05FN4	Q05FU0	0.7575
Q05FN4	Q05FH8	0.7649
Q05FN4	Q05FJ6	0.6761
Q05FN4	Q05FV4	0.7496
Q05FN4	Q05FQ5	0.7520
Q05FN4	Q05FH3	0.4390
Q05FN4	Q05FK0	0.8079
Q05FN4	Q05FH2	0.2934
Q05FN4	Q05FV6	0.6561
Q05FN4	Q05FX7	0.6596
Q05FN4	Q05FI2	0.4930
Q05FN4	Q05FU1	0.7049
Q05FN4	Q05FK3	0.6475
Q05FN4	Q05FS8	0.6962
Q05FN4	Q05FR5	0.7058
Q05FN4	Q05FV2	0.7971
Q05FN4	Q05FM3	0.7470
Q05FN4	Q05FR9	0.8429
Q05FN4	Q05FJ1	0.7273
Q05FN4	Q05FK8	0.8314
Q05FN4	Q05FG9	0.7138
Q05FN4	Q05FU7	0.3277
Q05FN4	Q05FI3	0.4688
Q05FN4	Q05FX3	0.4369
Q05FN4	Q05FW5	0.7738
Q05FN4	Q05FI1	0.7213
Q05FN4	Q05FJ9	0.7080
Q05FN4	Q05FY7	0.7288
Q05FN4	Q05FN2	0.4793
Q05FN4	Q05FX2	0.6021
Q05FN4	Q05FP6	0.5779
Q05FN4	Q05FU2	0.5872
Q05FN4	Q05FH7	0.6459
Q05FN4	Q05FX6	0.7290
Q05FN4	Q05FL3	0.7118
Q05FN4	Q05FR6	0.7007
Q05FN4	Q05FT9	0.5966
Q05FN4	Q05FP1	0.5978
Q05FN4	Q05FQ2	0.8028
Q05FN4	Q05FI7	0.7220
Q05FN4	Q05FN7	0.5966
Q05FN4	Q05FH9	0.6553
Q05FN4	Q05FY2	0.6451
Q05FN4	Q05FH0	0.7014
Q05FN4	Q05FI8	0.7317
Q05FN4	Q05FP7	0.7982
Q05FN4	Q05FG6	0.7246
Q05FN4	Q05FV1	0.7668
Q05FN4	Q05FJ4	0.7572
Q05FN4	Q05FT8	0.7006
Q05FN4	Q05FQ7	0.6911
Q05FN4	Q05FT7	0.7291
Q05FN4	Q05FX0	0.6270
Q05FN4	Q05FL4	0.8024
Q05FN4	Q05FP0	0.7127
Q05FN4	Q05FH4	0.7353
Q05FN4	Q05FF8	0.7857
Q05FN4	Q05FM6	0.5626
Q05FN4	Q05FS4	0.5777
Q05FN4	Q05FR4	0.6867
Q05FN4	Q05FF9	0.4061
Q05FN4	Q05FR1	0.5427
Q05FN4	Q05FN6	0.6947
Q05FN4	Q05FY5	0.4307
Q05FN4	Q05FX9	0.7350
Q05FN4	Q05FY3	0.6022
Q05FN4	Q05FL0	0.7248
Q05FN4	Q05FR7	0.6376
Q05FN4	Q05FL2	0.6601
Q05FN4	Q05FJ5	0.7881
Q05FN4	Q05FL8	0.5233
Q05FN4	Q05FM1	0.6390
Q05FN4	Q05FN0	0.6401
Q05FN4	Q05FS2	0.7717
Q05FN4	Q05FG5	0.5373
Q05FN4	Q05FP9	0.6433
Q05FN4	Q05FM7	0.7976
Q05FN4	Q05FK5	0.5930
Q05FN4	Q05FG4	0.6333
Q05FN4	Q05FL9	0.8350
Q05FN4	Q05FN9	0.8013
Q05FN4	Q05FS6	0.5028
Q05FN4	Q05FQ9	0.6363
Q05FN4	Q05FI6	0.6916
Q05FN4	Q05FU8	0.7866
Q05FN4	Q05FG0	0.5635
Q05FN4	Q05FR2	0.5218
Q05FN4	Q05FM5	0.5380
Q05FN4	Q05FU9	0.2530
Q05FN4	Q05FN3	0.5385
Q05FN4	Q05FN5	0.7894
Q05FN4	Q05FK4	0.3056
Q05FN4	Q05FG3	0.7326
Q05FN4	Q05FU4	0.5190
Q05FN4	Q05FW7	0.7306
Q05FN4	Q05FV9	0.1154
Q05FN4	Q05FW1	0.5427
Q05FN4	Q05FJ8	0.7891
Q05FN4	Q05FP4	0.3477
Q05FN4	Q05FY8	0.7137
Q05FN4	Q05FI4	0.7308
Q05FN4	Q05FJ3	0.6685
Q05FN4	Q05FW0	0.7141
Q05FN4	Q05FG2	0.7276
Q05FN4	Q05FK2	0.3358
Q05FN4	Q05FQ4	0.6688
Q05FN4	Q05FQ1	0.5917
Q05FN4	Q05FQ3	0.8092
Q05FN4	Q05FM9	0.8034
Q05FN4	Q05FY9	0.6478
Q05FN4	Q05FH5	0.8069
Q05FN4	Q05FR8	0.3233
Q05FN4	Q05FG1	0.5611
Q05FN4	Q05FI0	0.6011
Q05FN4	Q05FL6	0.4244
Q05FN4	Q05FP5	0.3989
Q05FN4	Q05FS7	0.7821
Q05FN4	Q05FN8	0.6422
Q05FN4	Q05FV5	0.3210
Q05FN4	Q05FH6	0.4273
Q05FN4	Q05FW3	0.7632
Q05FN4	Q05FW4	0.6792
Q05FN4	Q05FS5	0.5721
Q05FN4	Q05FQ8	0.7134
Q05FN4	Q05FV3	0.5262
Q05FN4	Q05FT5	0.7081
Q05FN4	Q05FS0	0.7651
Q05FN4	Q05FW9	0.6296
Q05FN4	Q05FR0	0.4472
Q05FN4	Q05FX4	0.4827
Q05FN4	Q05FP8	0.7112
Q05FN4	Q05FS3	0.7473
Q05FN4	Q05FI5	0.8125
Q05FN4	Q05FP2	0.7844
Q05FN4	Q05FX8	0.4290
Q05FN4	Q05FT2	0.6018
Q05FN4	Q05FY0	0.6924
Q05FN4	Q05FY6	0.4739
Q05FN4	Q05FP3	0.7674
Q05FN4	Q05FS1	0.6129
Q05FN4	Q05FV0	0.7623
Q05FN4	Q05FT0	0.6010
Q05FV9	Q05FR3	0.8104
Q05FV9	Q05FK7	0.5431
Q05FV9	Q05FT1	0.5068
Q05FV9	Q05FM4	0.5972
Q05FV9	Q05FX5	0.6651
Q05FV9	Q05FM8	0.7108
Q05FV9	Q05FT3	0.3784
Q05FV9	Q05FT4	0.3996
Q05FV9	Q05FG8	0.7985
Q05FV9	Q05FN1	0.7763
Q05FV9	Q05FS9	0.8101
Q05FV9	Q05FY4	0.1163
Q05FV9	Q05FM0	0.8581
Q05FV9	Q05FI9	0.6245
Q05FV9	Q05FL7	0.5302
Q05FV9	Q05FK6	0.8047
Q05FV9	Q05FX1	0.7106
Q05FV9	Q05FQ6	0.8455
Q05FV9	Q05FU3	0.7815
Q05FV9	Q05FL5	0.7779
Q05FV9	Q05FG7	0.8675
Q05FV9	Q05FK1	0.2891
Q05FV9	Q05FW2	0.6767
Q05FV9	Q05FL1	0.8790
Q05FV9	Q05FW8	0.8032
Q05FV9	Q05FM2	0.8714
Q05FV9	Q05FW6	0.7723
Q05FV9	Q05FQ0	0.2884
Q05FV9	Q05FJ0	0.8312
Q05FV9	Q05FK9	0.5608
Q05FV9	Q05FU5	0.7553
Q05FV9	Q05FU6	0.5513
Q05FV9	Q05FT6	0.7292
Q05FV9	Q05FV8	0.6410
Q05FV9	Q05FY1	0.7703
Q05FV9	Q05FJ7	0.8160
Q05FV9	Q05FV7	0.6421
Q05FV9	Q05FJ2	0.4524
Q05FV9	Q05FH1	0.7256
Q05FV9	Q05FU0	0.5234
Q05FV9	Q05FH8	0.8509
Q05FV9	Q05FJ6	0.6820
Q05FV9	Q05FV4	0.7680
Q05FV9	Q05FQ5	0.6151
Q05FV9	Q05FH3	0.6179
Q05FV9	Q05FK0	0.6127
Q05FV9	Q05FH2	0.6937
Q05FV9	Q05FV6	0.3758
Q05FV9	Q05FX7	0.7789
Q05FV9	Q05FI2	0.7421
Q05FV9	Q05FU1	0.8860
Q05FV9	Q05FK3	0.5570
Q05FV9	Q05FS8	0.8806
Q05FV9	Q05FR5	0.8145
Q05FV9	Q05FV2	0.7658
Q05FV9	Q05FM3	0.4871
Q05FV9	Q05FR9	0.7690
Q05FV9	Q05FJ1	0.8501
Q05FV9	Q05FK8	0.7930
Q05FV9	Q05FG9	0.3642
Q05FV9	Q05FU7	0.8977
Q05FV9	Q05FI3	0.8288
Q05FV9	Q05FX3	0.6586
Q05FV9	Q05FW5	0.7561
Q05FV9	Q05FI1	0.8620
Q05FV9	Q05FJ9	0.7113
Q05FV9	Q05FY7	0.6274
Q05FV9	Q05FN2	0.8837
Q05FV9	Q05FX2	0.8517
Q05FV9	Q05FP6	0.7709
Q05FV9	Q05FU2	0.9020
Q05FV9	Q05FH7	0.7240
Q05FV9	Q05FX6	0.7827
Q05FV9	Q05FL3	0.5854
Q05FV9	Q05FR6	0.5536
Q05FV9	Q05FT9	0.8889
Q05FV9	Q05FP1	0.5736
Q05FV9	Q05FQ2	0.7752
Q05FV9	Q05FI7	0.8293
Q05FV9	Q05FN7	0.5315
Q05FV9	Q05FH9	0.8772
Q05FV9	Q05FY2	0.8303
Q05FV9	Q05FH0	0.6755
Q05FV9	Q05FI8	0.6319
Q05FV9	Q05FP7	0.2922
Q05FV9	Q05FG6	0.4965
Q05FV9	Q05FV1	0.6982
Q05FV9	Q05FJ4	0.6893
Q05FV9	Q05FT8	0.4195
Q05FV9	Q05FQ7	0.5855
Q05FV9	Q05FT7	0.7450
Q05FV9	Q05FX0	0.7534
Q05FV9	Q05FL4	0.6315
Q05FV9	Q05FP0	0.7002
Q05FV9	Q05FH4	0.7734
Q05FV9	Q05FF8	0.7397
Q05FV9	Q05FM6	0.7498
Q05FV9	Q05FS4	0.6134
Q05FV9	Q05FR4	0.7434
Q05FV9	Q05FF9	0.4832
Q05FV9	Q05FR1	0.8120
Q05FV9	Q05FN6	0.8543
Q05FV9	Q05FY5	0.4758
Q05FV9	Q05FX9	0.7181
Q05FV9	Q05FY3	0.8299
Q05FV9	Q05FL0	0.1499
Q05FV9	Q05FR7	0.8462
Q05FV9	Q05FL2	0.7240
Q05FV9	Q05FJ5	0.4626
Q05FV9	Q05FL8	0.2012
Q05FV9	Q05FM1	0.7967
Q05FV9	Q05FN0	0.7538
Q05FV9	Q05FS2	0.6876
Q05FV9	Q05FG5	0.7529
Q05FV9	Q05FP9	0.8144
Q05FV9	Q05FM7	0.8203
Q05FV9	Q05FK5	0.6777
Q05FV9	Q05FG4	0.7524
Q05FV9	Q05FL9	0.6156
Q05FV9	Q05FN9	0.6542
Q05FV9	Q05FS6	0.4750
Q05FV9	Q05FQ9	0.6088
Q05FV9	Q05FI6	0.8330
Q05FV9	Q05FU8	0.8228
Q05FV9	Q05FG0	0.5747
Q05FV9	Q05FR2	0.6571
Q05FV9	Q05FM5	0.8027
Q05FV9	Q05FU9	0.7622
Q05FV9	Q05FN3	0.8340
Q05FV9	Q05FN5	0.7490
Q05FV9	Q05FK4	0.8235
Q05FV9	Q05FG3	0.6580
Q05FV9	Q05FU4	0.7815
Q05FV9	Q05FW7	0.8122
Q05FV9	Q05FN4	0.1154
Q05FV9	Q05FW1	0.7608
Q05FV9	Q05FJ8	0.5812
Q05FV9	Q05FP4	0.6268
Q05FV9	Q05FY8	0.5881
Q05FV9	Q05FI4	0.5994
Q05FV9	Q05FJ3	0.5752
Q05FV9	Q05FW0	0.4846
Q05FV9	Q05FG2	0.4787
Q05FV9	Q05FK2	0.5981
Q05FV9	Q05FQ4	0.7600
Q05FV9	Q05FQ1	0.6246
Q05FV9	Q05FQ3	0.8527
Q05FV9	Q05FM9	0.8075
Q05FV9	Q05FY9	0.7918
Q05FV9	Q05FH5	0.7524
Q05FV9	Q05FR8	0.7736
Q05FV9	Q05FG1	0.8134
Q05FV9	Q05FI0	0.8265
Q05FV9	Q05FL6	0.6621
Q05FV9	Q05FP5	0.3402
Q05FV9	Q05FS7	0.7545
Q05FV9	Q05FN8	0.7869
Q05FV9	Q05FV5	0.3793
Q05FV9	Q05FH6	0.7132
Q05FV9	Q05FW3	0.7930
Q05FV9	Q05FW4	0.6716
Q05FV9	Q05FS5	0.5862
Q05FV9	Q05FQ8	0.6042
Q05FV9	Q05FV3	0.5324
Q05FV9	Q05FT5	0.7558
Q05FV9	Q05FS0	0.7376
Q05FV9	Q05FW9	0.6041
Q05FV9	Q05FR0	0.8997
Q05FV9	Q05FX4	0.1200
Q05FV9	Q05FP8	0.8327
Q05FV9	Q05FS3	0.6973
Q05FV9	Q05FI5	0.6930
Q05FV9	Q05FP2	0.7966
Q05FV9	Q05FX8	0.6032
Q05FV9	Q05FT2	0.7762
Q05FV9	Q05FY0	0.4541
Q05FV9	Q05FY6	0.1072
Q05FV9	Q05FP3	0.7032
Q05FV9	Q05FS1	0.5980
Q05FV9	Q05FV0	0.6328
Q05FV9	Q05FT0	0.7310
Q05FW1	Q05FR3	0.8268
Q05FW1	Q05FK7	0.6702
Q05FW1	Q05FT1	0.8013
Q05FW1	Q05FM4	0.7008
Q05FW1	Q05FX5	0.8253
Q05FW1	Q05FM8	0.7825
Q05FW1	Q05FT3	0.3452
Q05FW1	Q05FT4	0.7335
Q05FW1	Q05FG8	0.8427
Q05FW1	Q05FN1	0.8378
Q05FW1	Q05FS9	0.7132
Q05FW1	Q05FY4	0.2771
Q05FW1	Q05FM0	0.8340
Q05FW1	Q05FI9	0.8128
Q05FW1	Q05FL7	0.2539
Q05FW1	Q05FK6	0.6888
Q05FW1	Q05FX1	0.3079
Q05FW1	Q05FQ6	0.7864
Q05FW1	Q05FU3	0.8070
Q05FW1	Q05FL5	0.8270
Q05FW1	Q05FG7	0.8072
Q05FW1	Q05FK1	0.7126
Q05FW1	Q05FW2	0.7804
Q05FW1	Q05FL1	0.8554
Q05FW1	Q05FW8	0.7165
Q05FW1	Q05FM2	0.5694
Q05FW1	Q05FW6	0.8468
Q05FW1	Q05FQ0	0.6886
Q05FW1	Q05FJ0	0.7416
Q05FW1	Q05FK9	0.8459
Q05FW1	Q05FU5	0.6238
Q05FW1	Q05FU6	0.6348
Q05FW1	Q05FT6	0.4134
Q05FW1	Q05FV8	0.7443
Q05FW1	Q05FY1	0.8857
Q05FW1	Q05FJ7	0.6290
Q05FW1	Q05FV7	0.8760
Q05FW1	Q05FJ2	0.8607
Q05FW1	Q05FH1	0.8657
Q05FW1	Q05FU0	0.7133
Q05FW1	Q05FH8	0.7707
Q05FW1	Q05FJ6	0.6638
Q05FW1	Q05FV4	0.6821
Q05FW1	Q05FQ5	0.6198
Q05FW1	Q05FH3	0.3290
Q05FW1	Q05FK0	0.6040
Q05FW1	Q05FH2	0.5010
Q05FW1	Q05FV6	0.5396
Q05FW1	Q05FX7	0.9031
Q05FW1	Q05FI2	0.8055
Q05FW1	Q05FU1	0.8728
Q05FW1	Q05FK3	0.3436
Q05FW1	Q05FS8	0.8987
Q05FW1	Q05FR5	0.7536
Q05FW1	Q05FV2	0.7622
Q05FW1	Q05FM3	0.3446
Q05FW1	Q05FR9	0.7262
Q05FW1	Q05FJ1	0.6912
Q05FW1	Q05FK8	0.7771
Q05FW1	Q05FG9	0.6046
Q05FW1	Q05FU7	0.7646
Q05FW1	Q05FI3	0.6755
Q05FW1	Q05FX3	0.7206
Q05FW1	Q05FW5	0.8396
Q05FW1	Q05FI1	0.8523
Q05FW1	Q05FJ9	0.7679
Q05FW1	Q05FY7	0.7189
Q05FW1	Q05FN2	0.7397
Q05FW1	Q05FX2	0.7426
Q05FW1	Q05FP6	0.7648
Q05FW1	Q05FU2	0.7005
Q05FW1	Q05FH7	0.7503
Q05FW1	Q05FX6	0.8351
Q05FW1	Q05FL3	0.7676
Q05FW1	Q05FR6	0.7651
Q05FW1	Q05FT9	0.9051
Q05FW1	Q05FP1	0.5707
Q05FW1	Q05FQ2	0.6328
Q05FW1	Q05FI7	0.6331
Q05FW1	Q05FN7	0.7169
Q05FW1	Q05FH9	0.8374
Q05FW1	Q05FY2	0.6587
Q05FW1	Q05FH0	0.8000
Q05FW1	Q05FI8	0.7584
Q05FW1	Q05FP7	0.6382
Q05FW1	Q05FG6	0.5292
Q05FW1	Q05FV1	0.7836
Q05FW1	Q05FJ4	0.6909
Q05FW1	Q05FT8	0.6637
Q05FW1	Q05FQ7	0.7149
Q05FW1	Q05FT7	0.7964
Q05FW1	Q05FX0	0.7167
Q05FW1	Q05FL4	0.3876
Q05FW1	Q05FP0	0.6780
Q05FW1	Q05FH4	0.7943
Q05FW1	Q05FF8	0.6525
Q05FW1	Q05FM6	0.8325
Q05FW1	Q05FS4	0.7361
Q05FW1	Q05FR4	0.8449
Q05FW1	Q05FF9	0.7924
Q05FW1	Q05FR1	0.5559
Q05FW1	Q05FN6	0.6948
Q05FW1	Q05FY5	0.5480
Q05FW1	Q05FX9	0.7667
Q05FW1	Q05FY3	0.8648
Q05FW1	Q05FL0	0.4515
Q05FW1	Q05FR7	0.8650
Q05FW1	Q05FL2	0.7420
Q05FW1	Q05FJ5	0.7792
Q05FW1	Q05FL8	0.7132
Q05FW1	Q05FM1	0.5880
Q05FW1	Q05FN0	0.8071
Q05FW1	Q05FS2	0.7989
Q05FW1	Q05FG5	0.8187
Q05FW1	Q05FP9	0.7466
Q05FW1	Q05FM7	0.7909
Q05FW1	Q05FK5	0.5445
Q05FW1	Q05FG4	0.8514
Q05FW1	Q05FL9	0.8284
Q05FW1	Q05FN9	0.6496
Q05FW1	Q05FS6	0.7445
Q05FW1	Q05FQ9	0.7135
Q05FW1	Q05FI6	0.6360
Q05FW1	Q05FU8	0.6745
Q05FW1	Q05FG0	0.6340
Q05FW1	Q05FR2	0.8013
Q05FW1	Q05FM5	0.2873
Q05FW1	Q05FU9	0.6135
Q05FW1	Q05FN3	0.8760
Q05FW1	Q05FN5	0.8371
Q05FW1	Q05FK4	0.8431
Q05FW1	Q05FG3	0.7952
Q05FW1	Q05FU4	0.7471
Q05FW1	Q05FW7	0.8877
Q05FW1	Q05FN4	0.5427
Q05FW1	Q05FV9	0.7608
Q05FW1	Q05FJ8	0.7828
Q05FW1	Q05FP4	0.6413
Q05FW1	Q05FY8	0.6025
Q05FW1	Q05FI4	0.6207
Q05FW1	Q05FJ3	0.8254
Q05FW1	Q05FW0	0.6846
Q05FW1	Q05FG2	0.7334
Q05FW1	Q05FK2	0.5879
Q05FW1	Q05FQ4	0.7664
Q05FW1	Q05FQ1	0.7656
Q05FW1	Q05FQ3	0.7048
Q05FW1	Q05FM9	0.7441
Q05FW1	Q05FY9	0.7634
Q05FW1	Q05FH5	0.8138
Q05FW1	Q05FR8	0.7187
Q05FW1	Q05FG1	0.7387
Q05FW1	Q05FI0	0.2748
Q05FW1	Q05FL6	0.5038
Q05FW1	Q05FP5	0.3379
Q05FW1	Q05FS7	0.8136
Q05FW1	Q05FN8	0.8588
Q05FW1	Q05FV5	0.7986
Q05FW1	Q05FH6	0.6961
Q05FW1	Q05FW3	0.6273
Q05FW1	Q05FW4	0.8188
Q05FW1	Q05FS5	0.7245
Q05FW1	Q05FQ8	0.6366
Q05FW1	Q05FV3	0.7379
Q05FW1	Q05FT5	0.8449
Q05FW1	Q05FS0	0.8341
Q05FW1	Q05FW9	0.7391
Q05FW1	Q05FR0	0.8918
Q05FW1	Q05FX4	0.2103
Q05FW1	Q05FP8	0.7397
Q05FW1	Q05FS3	0.4692
Q05FW1	Q05FI5	0.6420
Q05FW1	Q05FP2	0.7209
Q05FW1	Q05FX8	0.6224
Q05FW1	Q05FT2	0.8087
Q05FW1	Q05FY0	0.5546
Q05FW1	Q05FY6	0.4277
Q05FW1	Q05FP3	0.6839
Q05FW1	Q05FS1	0.4098
Q05FW1	Q05FV0	0.6377
Q05FW1	Q05FT0	0.6419
Q05FJ8	Q05FR3	0.5679
Q05FJ8	Q05FK7	0.5852
Q05FJ8	Q05FT1	0.6003
Q05FJ8	Q05FM4	0.7488
Q05FJ8	Q05FX5	0.4582
Q05FJ8	Q05FM8	0.5910
Q05FJ8	Q05FT3	0.1472
Q05FJ8	Q05FT4	0.7342
Q05FJ8	Q05FG8	0.7434
Q05FJ8	Q05FN1	0.8121
Q05FJ8	Q05FS9	0.3136
Q05FJ8	Q05FY4	0.0867
Q05FJ8	Q05FM0	0.4392
Q05FJ8	Q05FI9	0.6228
Q05FJ8	Q05FL7	0.8191
Q05FJ8	Q05FK6	0.4184
Q05FJ8	Q05FX1	0.7385
Q05FJ8	Q05FQ6	0.7583
Q05FJ8	Q05FU3	0.4457
Q05FJ8	Q05FL5	0.6195
Q05FJ8	Q05FG7	0.7528
Q05FJ8	Q05FK1	0.6024
Q05FJ8	Q05FW2	0.6487
Q05FJ8	Q05FL1	0.8165
Q05FJ8	Q05FW8	0.6503
Q05FJ8	Q05FM2	0.8008
Q05FJ8	Q05FW6	0.7915
Q05FJ8	Q05FQ0	0.3019
Q05FJ8	Q05FJ0	0.5802
Q05FJ8	Q05FK9	0.8116
Q05FJ8	Q05FU5	0.6837
Q05FJ8	Q05FU6	0.6595
Q05FJ8	Q05FT6	0.6110
Q05FJ8	Q05FV8	0.7444
Q05FJ8	Q05FY1	0.6655
Q05FJ8	Q05FJ7	0.7738
Q05FJ8	Q05FV7	0.3257
Q05FJ8	Q05FJ2	0.7456
Q05FJ8	Q05FH1	0.6906
Q05FJ8	Q05FU0	0.7708
Q05FJ8	Q05FH8	0.7962
Q05FJ8	Q05FJ6	0.6757
Q05FJ8	Q05FV4	0.7446
Q05FJ8	Q05FQ5	0.7400
Q05FJ8	Q05FH3	0.0804
Q05FJ8	Q05FK0	0.7777
Q05FJ8	Q05FH2	0.0950
Q05FJ8	Q05FV6	0.7788
Q05FJ8	Q05FX7	0.8469
Q05FJ8	Q05FI2	0.7053
Q05FJ8	Q05FU1	0.8044
Q05FJ8	Q05FK3	0.3913
Q05FJ8	Q05FS8	0.7339
Q05FJ8	Q05FR5	0.5747
Q05FJ8	Q05FV2	0.6366
Q05FJ8	Q05FM3	0.7459
Q05FJ8	Q05FR9	0.7570
Q05FJ8	Q05FJ1	0.6015
Q05FJ8	Q05FK8	0.6475
Q05FJ8	Q05FG9	0.8118
Q05FJ8	Q05FU7	0.6976
Q05FJ8	Q05FI3	0.7743
Q05FJ8	Q05FX3	0.7710
Q05FJ8	Q05FW5	0.6358
Q05FJ8	Q05FI1	0.7706
Q05FJ8	Q05FJ9	0.7019
Q05FJ8	Q05FY7	0.6026
Q05FJ8	Q05FN2	0.5371
Q05FJ8	Q05FX2	0.7894
Q05FJ8	Q05FP6	0.4186
Q05FJ8	Q05FU2	0.7639
Q05FJ8	Q05FH7	0.5455
Q05FJ8	Q05FX6	0.6313
Q05FJ8	Q05FL3	0.7242
Q05FJ8	Q05FR6	0.7325
Q05FJ8	Q05FT9	0.5265
Q05FJ8	Q05FP1	0.5690
Q05FJ8	Q05FQ2	0.7125
Q05FJ8	Q05FI7	0.7444
Q05FJ8	Q05FN7	0.6512
Q05FJ8	Q05FH9	0.5493
Q05FJ8	Q05FY2	0.7885
Q05FJ8	Q05FH0	0.6449
Q05FJ8	Q05FI8	0.7658
Q05FJ8	Q05FP7	0.6064
Q05FJ8	Q05FG6	0.5696
Q05FJ8	Q05FV1	0.7489
Q05FJ8	Q05FJ4	0.6843
Q05FJ8	Q05FT8	0.7332
Q05FJ8	Q05FQ7	0.5994
Q05FJ8	Q05FT7	0.5040
Q05FJ8	Q05FX0	0.4081
Q05FJ8	Q05FL4	0.7428
Q05FJ8	Q05FP0	0.7132
Q05FJ8	Q05FH4	0.6743
Q05FJ8	Q05FF8	0.7187
Q05FJ8	Q05FM6	0.6400
Q05FJ8	Q05FS4	0.7883
Q05FJ8	Q05FR4	0.3093
Q05FJ8	Q05FF9	0.7158
Q05FJ8	Q05FR1	0.7445
Q05FJ8	Q05FN6	0.6911
Q05FJ8	Q05FY5	0.3089
Q05FJ8	Q05FX9	0.7704
Q05FJ8	Q05FY3	0.7346
Q05FJ8	Q05FL0	0.3729
Q05FJ8	Q05FR7	0.7014
Q05FJ8	Q05FL2	0.7619
Q05FJ8	Q05FJ5	0.6419
Q05FJ8	Q05FL8	0.4963
Q05FJ8	Q05FM1	0.7071
Q05FJ8	Q05FN0	0.7706
Q05FJ8	Q05FS2	0.8257
Q05FJ8	Q05FG5	0.7718
Q05FJ8	Q05FP9	0.7394
Q05FJ8	Q05FM7	0.6450
Q05FJ8	Q05FK5	0.5836
Q05FJ8	Q05FG4	0.5033
Q05FJ8	Q05FL9	0.6682
Q05FJ8	Q05FN9	0.8463
Q05FJ8	Q05FS6	0.5764
Q05FJ8	Q05FQ9	0.7682
Q05FJ8	Q05FI6	0.7266
Q05FJ8	Q05FU8	0.7943
Q05FJ8	Q05FG0	0.5437
Q05FJ8	Q05FR2	0.5375
Q05FJ8	Q05FM5	0.7284
Q05FJ8	Q05FU9	0.6242
Q05FJ8	Q05FN3	0.6199
Q05FJ8	Q05FN5	0.6000
Q05FJ8	Q05FK4	0.7398
Q05FJ8	Q05FG3	0.7132
Q05FJ8	Q05FU4	0.7604
Q05FJ8	Q05FW7	0.7763
Q05FJ8	Q05FN4	0.7891
